,Ratings,Title,Reviews,Likes,Dislikes,Date
1040,5,Don't waste your money,It is a very delicate bed u can’t even touch the ply of it. Just a waste of money don’t go for it....READ MORE,0,0,17-08-2020
1041,4,Delightful,Everything was perfect Delivery and installation  Installation engineer Mr. Bhagirath  was good person and has perfect knowledge of productREAD MORE,0,0,17-08-2020
1042,4,Pretty good,GoodREAD MORE,0,0,17-08-2020
1043,3,Could be way better,Has sharp edges and the shelves in the headboard hits the head. U need to stuff that area with lots of pillows to avoid head injury.READ MORE,0,0,17-08-2020
1044,4,Horrible,"Plz it's my humble request don't buy this very poor quality and I was not expected what a worst product in Flipkart plz don't buy this, poor quality it is very weak and very soundREAD MORE",0,0,17-08-2020
1045,5,Really Nice,Great product and awesome delivery and installation by flipkartREAD MORE,0,0,17-08-2020
1046,4,Don't waste your money,This product have not good it only money making productsREAD MORE,0,0,17-08-2020
1047,5,Pretty good,GoodREAD MORE,0,0,17-08-2020
1048,3,Unsatisfactory,Alaeady brocken my furniture tolal loss my investmentREAD MORE,0,0,17-08-2020
1049,4,Worth every penny,Fully satisfiedREAD MORE,0,0,17-08-2020
1050,5,Horrible,Product is very cheap and not long durability..READ MORE,0,0,17-08-2020
1051,4,Good choice,"Need real wood furniture, try to make that not the ply wood one not long lasting design good and fitting goodREAD MORE",0,0,17-08-2020
1052,5,Moderate,Bad productREAD MORE,0,0,17-08-2020
1053,5,Absolute rubbish!,Mine was a defective piece and resolution time is very long.It hes been more than 17 days  still not received my replacement product.  So giving 1 star.READ MORE,0,0,17-08-2020
1054,5,Really Nice,GoodREAD MORE,0,0,17-08-2020
1055,5,Wonderful,Very good product and service tooREAD MORE,0,0,17-08-2020
1056,5,Worthless,Worst quality product I have ever seen.Its body got discolored and broken from side. I don't think it would even last for 1 year.READ MORE,0,0,17-08-2020
1057,5,Worth every penny,Nice product as per priceREAD MORE,0,0,17-08-2020
1058,4,Just wow!,GoodREAD MORE,0,0,17-08-2020
1059,4,Not good,Not bad avaregeREAD MORE,0,0,17-08-2020
1060,5,Value-for-money,Service is very goodREAD MORE,0,0,17-08-2020
1061,3,Nice,"Looks good, But is quite delicate in terms of the surface edges get damaged easily and you can see the paper coming off from the surface. The corners are quite sharp and hurts bad of you are not careful while walking around.READ MORE",0,0,17-08-2020
1062,4,Very Good,Value of the moneyREAD MORE,0,0,17-08-2020
1063,5,Not good,Scratches on bed.READ MORE,0,0,17-08-2020
1064,5,Perfect product!,very good productREAD MORE,0,0,17-08-2020
1065,5,Fabulous!,Superb product at this rate. It's heavey too. Technical support staff was very good.READ MORE,0,0,17-08-2020
1066,5,Does the job,"No sounds. no delay on delivery and installation. After one month, the edges of head board discoloured and looking white. It is clear the board used not a good  metirial....White fungus on surface developing..the edges becomes more white.READ MORE",0,0,17-08-2020
1067,4,Expected a better product,V.badREAD MORE,0,0,17-08-2020
1068,5,Highly recommended,SuperbREAD MORE,0,0,17-08-2020
1069,5,Really Nice,"Good design, very practical in storing materials underneath the mattress.Adequate room for couples with additional number of kids. But while moving from one place to another, need to unscrew, detach and then move.Has provision for keeping mobiles, water bottle, tea cups, note pads and so on, behind the head rest.Over all a good purchase, excellent colour, deep brown will give the look of costly wood.READ MORE",0,0,17-08-2020
1070,5,Very Good,Awesome bed with great looks.READ MORE,0,0,17-08-2020
1071,5,Fabulous!,it is best for budget and for moversREAD MORE,0,0,17-08-2020
1072,5,Not recommended at all,Very poor product within 5months broke downREAD MORE,0,0,17-08-2020
1073,5,Terrific purchase,Nice productREAD MORE,0,0,17-08-2020
1074,5,Nice,GoodREAD MORE,0,0,17-08-2020
1075,5,Must buy!,SupperbREAD MORE,0,0,17-08-2020
1076,5,Must buy!,Must buyREAD MORE,0,0,17-08-2020
1077,4,Does the job,Bed height s short i expect little more height otherwise everything gud...READ MORE,0,0,17-08-2020
1078,5,Absolute rubbish!,Don't buy this extremely very low quality product it will damage with water and it has no legsand your luggage will be damage which you kept in this bad because this is very low quality pad and this is not of wood that this is a plastic board bad so this is very low quality bed so I recommend you that don't buy thisREAD MORE,0,0,17-08-2020
1079,5,Moderate,"this is plywood product,installation problem ,I was waiting  for installation last 40 days,till now no one come,product also not goodREAD MORE",0,0,17-08-2020
1080,4,Fabulous!,Service is good..good behaviour by technician.. satisfiedREAD MORE,0,0,17-08-2020
1081,5,Could be way better,Cracks and damages within 6 months with no improper usage. Warranty coverage is a joke. The executive came took some pictures and went. Following day i receive a notification that issue is resolved. The product is not good. Its very weak and not suitable for more than 1 person.READ MORE,0,0,17-07-2020
1082,4,Value-for-money,Only problem is setting it is just the 12th and feels like screws are loosingREAD MORE,0,0,17-07-2020
1083,3,Don't waste your money,This product is extremely bad.READ MORE,0,0,17-07-2020
1084,5,Great product,Superb productREAD MORE,0,0,17-07-2020
1085,5,Super!,"Very nice bed! Got it for 8999 queen size, during a sale. I can't say it's very strong and long lasting, but definitely great deal when it comes to storage bed. If you are not moving houses, then this one holds good for you.READ MORE",0,0,17-07-2020
1086,5,Pretty good,Nice ??READ MORE,0,0,17-07-2020
1087,5,Good choice,Happy with the productREAD MORE,0,0,17-07-2020
1088,4,Pretty good,Good productREAD MORE,0,0,17-07-2020
1089,4,Perfect product!,Design and finishing very good but material quality is little bit lowREAD MORE,0,0,17-07-2020
1090,4,Excellent,Good product with best priceREAD MORE,0,0,17-07-2020
1091,5,Good quality product,It's been few weeks now that i purchased this product.Wood quality is ok as per the cost.Best thing to buy which is gona long for few years.Must say that it is value for money at this price point.Installation was done properly by flipkart person even in th is pandemic situation of COVID19.READ MORE,0,0,17-07-2020
1092,4,Simply awesome,Superb sale... Genuine company....FlipkartGenuine Seller.... Perfect HomesGenuine Logistics team...EkartGenuine Installation Team... JeevisGhar pe baithe aisa mil raha h... Jivan me Or kya chahiye... ??READ MORE,0,0,17-07-2020
1093,4,Great product,Very good praductREAD MORE,0,0,17-07-2020
1094,4,Terrific purchase,Good priceREAD MORE,0,0,17-07-2020
1095,4,Really Nice,Good product at this rangeREAD MORE,0,0,17-07-2020
1096,5,Super!,Best bedREAD MORE,0,0,17-07-2020
1097,5,Very poor,"Built quality is very poor, not worth buying. I suggest you to Spend some extra money and buy a wooden bed instead of this engineered wood bed.READ MORE",0,0,17-07-2020
1098,4,Unsatisfactory,Due to moisture in the air there is white powder substance format on the wood I would recommend not to buy  if anyone interestedREAD MORE,0,0,17-07-2020
1099,5,Very Good,Super product thank you flipkartREAD MORE,0,0,17-07-2020
1100,5,Pretty good,Bed height is low...queen size bed is good for two people.I am satisfied with the product.READ MORE,0,0,17-07-2020
1101,5,Worth the money,Product is a good.   ...bed installer is Good behaviour  and complete protection for covid 19 .  .he was using sanitizer and wear maskREAD MORE,0,0,17-07-2020
1102,5,Expected a better product,poor service and the quality of bed is worstREAD MORE,0,0,17-07-2020
1103,5,Fabulous!,SuperbREAD MORE,0,0,17-07-2020
1104,4,Awesome,Value for Money productREAD MORE,0,0,17-07-2020
1105,3,Mind-blowing purchase,Good Product!! Regarding durability.. it wud be too early to comment on itREAD MORE,0,0,17-07-2020
1106,5,Simply awesome,Very good bed.READ MORE,0,0,17-07-2020
1107,4,Don't waste your money,"Bad Quality, Not taking care at shipping and the time delivery.READ MORE",0,0,17-07-2020
1108,5,Good,"It's not string enough, and edges are sharp.READ MORE",0,0,17-07-2020
1109,4,Decent product,"For the price range the product is good, but the packaging and Handel is not great, the product that I received had some scratches and a Crack.READ MORE",0,0,17-07-2020
1110,5,Expected a better product,"I have been using Flipkart for a long time . It's been only 4-5 months since I bought this bed , it was a horrible experience for me. The bed always makes a murmuring sounds and i have to adjust its sheet regularly in 2-3 days , the sheet went up side down regularly ... Honestly speaking it was a very horrible experience for me and i am regrating on my decision of our purchasing this bed. I hope Flipkart could fix it soon .READ MORE",0,0,17-07-2020
1111,5,Very Good,It's only good for moneyREAD MORE,0,0,17-07-2020
1112,5,Pretty good,Nice design and perfectREAD MORE,0,0,17-07-2020
1113,5,Nice product,Very good  product bt installation is late done...READ MORE,0,0,17-07-2020
1114,5,Horrible,Installation is very rough and poor and half done jobsREAD MORE,0,0,17-07-2020
1115,5,Simply awesome,According to price ...product is waoo...thanku flipkart...READ MORE,0,0,17-07-2020
1116,5,Excellent,Like itREAD MORE,0,0,17-07-2020
1117,5,Don't waste your money,Not good item is brokenREAD MORE,0,0,17-07-2020
1118,5,"Useless product.NOT BUT IT,WASTE OF MONEY.",quality is too bad .not as i expected.too bad quality.i hane never seen before worse quality like this.Service of Flipkart is also very bad.only confirmation on calls but no real action is taken yet. written them so many times and calling them daily.but no response yet.thank you flipkart for worse respone & PRODUCT QUALITY.READ MORE,0,0,17-07-2020
1119,5,Awesome,Good product?? jaisa flipcart par dekhe same 2 same wahi product aaya...I m so Happy ?? thank u flipcart.READ MORE,0,0,17-07-2020
1120,5,Worst experience ever!,Height is not right..READ MORE,0,0,17-07-2020
1121,3,Nice,AverageREAD MORE,0,0,17-07-2020
1122,5,Moderate,Good finishing work and value for money.READ MORE,0,0,17-07-2020
1123,4,Highly recommended,Installation is prompt &accurate  .very good behavior by Mr. Assisted Debate.......READ MORE,0,0,17-07-2020
1124,5,Awesome,Such beautiful product ! The product is exactly how it looked online and it’s beautiful . It was delivered intact and safe and neat and even the installation by Jeeves was done with ultimate care and super quick . Loved it !!READ MORE,0,0,17-07-2020
1125,5,Great product,Very good product.. Highly recomendedREAD MORE,0,0,17-07-2020
1126,5,Value-for-money,Delivered the product in time and more surprising installation done in 24 hours. The quality of the product is moderate for what we have paid. It includes storage. I got the queen size bed in 10750/- after the discount. The delivery boy works politely. He doesn't demanded any amount for installation.READ MORE,0,0,17-07-2020
1127,5,Good choice,Worst quality. Within 15days the wood is going to bend and not a position to use it . Don’t buyREAD MORE,0,0,17-07-2020
1128,4,Best in the market!,SuperREAD MORE,0,0,17-07-2020
1129,5,Best in the market!,At this price you cant complaint- excellent for this price.READ MORE,0,0,17-07-2020
1130,3,Useless product,Low quality engineered wood.Some part damaged at time bed installation by flipkart technician.READ MORE,0,0,17-07-2020
1131,3,Great product,Worth to buy. Good design and good quality of finishingREAD MORE,0,0,17-07-2020
1132,5,Delightful,Very nice ??READ MORE,0,0,17-07-2020
1133,5,Could be way better,"I purchased this bad 2/7/2020, this product quality is very bad I suggest not purchase this product.READ MORE",0,0,17-07-2020
1134,5,Wonderful,Nice bedREAD MORE,0,0,17-07-2020
1135,5,Perfect product!,Bed is very nice. Flipkart Delivery and Installation also appreciable. I am satisfied with this.READ MORE,0,0,17-07-2020
1136,5,Must buy!,Also Served at tha right time in lockdown. The Service Employ is Very Good  and his work is also very good.READ MORE,0,0,17-07-2020
1137,5,Does the job,Product is value for money. Quality can be rated as average. For installation need to do many follow-ups.READ MORE,0,0,17-07-2020
1138,4,Fair,GoodREAD MORE,0,0,17-07-2020
1139,5,Best in the market!,Nice experience..  Good in quality and also the installation and all is very easy.READ MORE,0,0,17-07-2020
1140,4,Worst experience ever!,Worst product and worst experience with Jeeves Technician.READ MORE,0,0,17-07-2020
1141,5,Must buy!,GreatREAD MORE,0,0,17-07-2020
1142,4,Must buy!,"Good job done,  grrat experienceREAD MORE",0,0,17-07-2020
1143,5,Highly recommended,"Installation and demo successful. Technician, Arabindu was very professional and did the work quickly. He was friendly as well. My ID-2450210.READ MORE",0,0,17-07-2020
1144,3,Delightful,Very beautiful.READ MORE,0,0,17-07-2020
1145,5,Hated it!,"Expert at work, installed in no time ....thanks for wonderful serviceREAD MORE",0,0,17-07-2020
1146,5,Fabulous!,great...READ MORE,0,0,17-07-2020
1147,5,Really Nice,Very goodREAD MORE,0,0,17-07-2020
1148,5,Terrific,Very smooth transaction...... Loving it????????READ MORE,0,0,17-07-2020
1149,5,Nice product,Its the best product for this price range go for it.READ MORE,0,0,17-07-2020
1150,4,Just wow!,"Installation guys is very friendly,and nice way to deal with customers.in this covid-19 situation,he using mask and everything using sentize hands.READ MORE",0,0,17-07-2020
1151,3,Worth every penny,Product was similiar to what was shown in the imagesREAD MORE,0,0,17-07-2020
1152,4,Terrific purchase,"Quality is good. Since it is 10mm board we can't expect good amount of strength. For 3 people, bed is strong enough and serves the purpose. Installation was late and he didn't sanitize after installation. He just took a sanitizer and took a picture. That was not proper way to do it. Overall good purchase from flipkart!READ MORE",0,0,17-07-2020
1153,4,Just wow!,Product is good with a reasonable price... M happy ??READ MORE,0,0,17-07-2020
1154,5,Decent product,Installation and demo done by mr. Sushil Vishwakarma . service is good..Quality is very badREAD MORE,0,0,17-07-2020
1155,3,Wonderful,"Design and fittings are great, but quality is a little dull...Otherwise good product ?READ MORE",0,0,17-07-2020
1156,5,Terrific,Very good behaviour from the staff those who came to my home to install the bed today.READ MORE,0,0,17-07-2020
1157,5,Terrific,same as picture.. worth of every pennyREAD MORE,0,0,17-07-2020
1158,5,Horrible,"The bed came without hardware , I had to buy from outside and than get it installed .READ MORE",0,0,17-07-2020
1159,5,Wonderful,very good product.???? worth for money . just loved it. installation was very good????. strogly recommended..????READ MORE,0,0,17-07-2020
1160,5,Bad quality,Not good uselessREAD MORE,0,0,17-07-2020
1161,5,Terrific purchase,Gud ProducyREAD MORE,0,0,17-07-2020
1162,5,Not good,It’s good for couple of months only . Not strong and doesn’t give good look.READ MORE,0,0,17-07-2020
1163,5,Wonderful,Very goodREAD MORE,0,0,17-07-2020
1164,4,Excellent,Overall good but the height is lowREAD MORE,0,0,17-07-2020
1165,5,Perfect product!,GreatREAD MORE,0,0,17-07-2020
1166,3,Very Good,"Excellent I got this 8000/- nothing can beat, value for money..READ MORE",0,0,17-07-2020
1167,5,Great product,Awesome! Value for money. Installation was done on the same day. Happy with it.READ MORE,0,0,17-07-2020
1168,5,Fair,"no bushings at bottom, because of this problem, it's very difficult to clean the roomREAD MORE",0,0,17-07-2020
1169,3,Super!,Absolutely fine and professionalREAD MORE,0,0,17-07-2020
1170,5,Value-for-money,Nice productREAD MORE,0,0,17-07-2020
1171,5,Delightful,GoodREAD MORE,0,0,17-07-2020
1172,5,Don't waste your money,"Item details are incorrect, I end up buying a mattress based on the recommended size given at this item, it's way off. Quality is also extremely poor, so is design, the support structure is also not flat.There is no customer support, it's impossible to speak to anyone from support team, if somehow, got hold of someone, mostly they will not resolve the issue, will speak sweetly, literally no progress on issue.READ MORE",0,0,17-07-2020
1173,5,Build is not good,I am giving a review after 3-4 months use: Build is not goodREAD MORE,0,0,17-07-2020
1174,5,Very Good,good quality product .READ MORE,0,0,17-07-2020
1175,5,Absolute rubbish!,It doesn't seems to be durable. Low quality wood. Compressed wood wrapped with sunmica...if you have any other option rather than online.. please don't waste your money for this online purchasing.. better to go with othe option.READ MORE,0,0,17-07-2020
1176,5,Must buy!,Product at this cost is value for money. Installation technician (Mr. Vijay) is very professional and well trained.READ MORE,0,0,17-07-2020
1177,3,Value-for-money,Worth it ?READ MORE,0,0,17-07-2020
1178,5,Good choice,Product case id-2414975Technician behaviour is very nice and has done a very good job.READ MORE,0,0,17-07-2020
1179,4,Good,"Use less , not at all durableREAD MORE",0,0,17-07-2020
1180,5,Just okay,Good sarvice and installation Thanks jeeves timeREAD MORE,0,0,17-07-2020
1181,3,Awesome,Very nice product and the service provided by the carpenter was very good he was prompt at his job and install it on time we are very happy with the person who installed it nice product value for money but not durableREAD MORE,0,0,17-07-2020
1182,4,Classy product,Nice product...good service jeevas company by installation..READ MORE,0,0,17-07-2020
1183,5,Fabulous!,AmazingREAD MORE,0,0,17-07-2020
1184,4,Worth the money,Perfect installation and gentle behaviour done by Avisek DebnathREAD MORE,0,0,17-07-2020
1185,5,Fabulous!,Very good service and the productREAD MORE,0,0,17-07-2020
1186,5,Just wow!,Everything to goodREAD MORE,0,0,17-07-2020
1187,3,Worthless,Waste of money with in a 10 days it's broken..plz don't buy..quality is very poor.READ MORE,0,0,17-07-2020
1188,5,Simply awesome,Very Cooperative installation boy.Well behaved.READ MORE,0,0,17-07-2020
1189,4,Great product,Great ProductREAD MORE,0,0,17-07-2020
1190,5,Wonderful,Product strength and durablity looks good. Worth buying it....value for moneyREAD MORE,0,0,17-07-2020
1191,5,Perfect product!,Good Employee..Be professional..Be on time and Good Response..ThanksREAD MORE,0,0,17-07-2020
1192,3,Very Good,Nice behaviour and very pleasant way of talkingJeeves installed by Akhilesh Sharma_KCJV160729Case ID - 2383646Installation done within minutes.Rating for individual ID - 5 StarREAD MORE,0,0,17-07-2020
1193,4,Decent product,"Bed is good . Design wise 5/5 , colour 5/5, quality is ok. Satyandar who came for installation was professional in his work, explained all the features in satisfied manner with politiness.READ MORE",0,0,17-07-2020
1194,4,Best in the market!,GoodREAD MORE,0,0,17-07-2020
1195,5,Fair,Could've been more durable & compatible.Without wall support we cannot lay back in the topREAD MORE,0,0,17-07-2020
1196,5,Excellent,Worth the moneyREAD MORE,0,0,17-07-2020
1197,3,Could be way better,It is not durable. All screw gets loose within 6 months and wood is also not up to the mark as expectedREAD MORE,0,0,17-07-2020
1198,5,Great product,GoodREAD MORE,0,0,17-07-2020
1199,4,Worth every penny,"Stylish look, but not that strong. One should not try to move it once installed, for better durability. Overall satisfied with the product. Installation person was very polite and experienced, finished his job fast. Thank you flipkart.READ MORE",0,0,17-07-2020
1200,5,Worth every penny,Supper.READ MORE,0,0,17-07-2020
1201,5,Worth the money,Good product. Installation completed very fast.READ MORE,0,0,17-07-2020
1202,5,Terrific,My Flipkart perfect home bed installation successful by Mr Suraj kumar employee id idsjcpa10412 is my case id 2359908. I am satisfied with installation and demo. Its was really good service.U k AnandThanks for Jeeves teamREAD MORE,0,0,17-07-2020
1203,5,Great product,Excellent product and good experience to see this. Ontime delivery and installation.  perfect and very good.READ MORE,0,0,17-07-2020
1204,5,Terrific,Good service next day installation and demoREAD MORE,0,0,17-07-2020
1205,3,Simply awesome,Product is nice and worth .The guy who installed the bed was too good in his work and very kind behaviour.Thank you !READ MORE,0,0,17-07-2020
1206,3,Perfect product!,Perfect installation Perfect productREAD MORE,0,0,17-07-2020
1207,5,Great product,Worth of moneyREAD MORE,0,0,17-07-2020
1208,5,Mind-blowing purchase,"Its worth the price. Simple, sober & comfortable.READ MORE",0,0,17-07-2020
1209,5,Hated it!,Finish is not good..Assembly not good..READ MORE,0,0,17-07-2020
1210,4,Just okay,AverageREAD MORE,0,0,17-07-2020
1211,5,Worthless,"Dont purchase it's started capturing fungue, its not made up with wood its coted paper witch is uselessREAD MORE",0,0,17-07-2020
1212,5,Good choice,Design is superb....value for money...bt doubt for wood quality....I think this is not wood...kind of plywoodREAD MORE,0,0,17-07-2020
1213,5,Highly recommended,Good product & quick installationREAD MORE,0,0,17-07-2020
1214,5,Does the job,Product is good but the product delivery experience is very bad they leave product on ground floorREAD MORE,0,0,17-07-2020
1215,4,Classy product,"Value for money, liked the finishing and texture and installation services too.READ MORE",0,0,17-07-2020
1216,5,Simply awesome,Amazing product from Flipkart and excellent service by JeevesREAD MORE,0,0,17-07-2020
1217,4,Classy product,"It's beautiful, expected lil big but it's ok..love itREAD MORE",0,0,17-07-2020
1218,5,Great product,"Value based product, superb, i liked itREAD MORE",0,0,17-07-2020
1219,4,Must buy!,Thing  is very good Good  serives jeeves teamREAD MORE,0,0,17-07-2020
1220,5,Terrific purchase,"Good, sturdy, looks as shown, but installation person said bushes are not required n didn't fix them to cot's buttom. I'm not sure if bushes are required or notREAD MORE",0,0,17-07-2020
1221,5,Did not meet expectations,-5 worst product.READ MORE,0,0,17-07-2020
1222,4,Good choice,It's ok to buy but not satisfied with the design as not a user friendly and sharp edges which is not good if have a kids at home so buy accordingly ... Else product is ok to buy as king size is very good and my king size  mattress has fit perfectly... These kind of beds not recommended to shift very often from one room to another as due to resembled full bed depend on screws so better where  essembled then don't move and shift again and again as that losen the screws and then voice start comi...READ MORE,0,0,17-07-2020
1223,5,Must buy!,BestREAD MORE,0,0,17-07-2020
1224,5,Wonderful,Nice product and Great service. Service by Mr. Suraj Kumar. He is very Boy and Friendly. Service is Good And Installation is also Fast.Employee Id. IPSJCPA10412And My Case Id. 2291343READ MORE,0,0,17-07-2020
1225,5,Very poor,Very bad product don't purchase ...lot of problems during installationREAD MORE,0,0,17-07-2020
1226,4,Must buy!,SuperREAD MORE,0,0,17-07-2020
1227,4,Did not meet expectations,Product is not durable with in a Product got damaged due to wrong installation by guy.READ MORE,0,0,17-07-2020
1228,5,Perfect product!,Product is goodREAD MORE,0,0,17-07-2020
1229,5,Best in the market!,Installation is very goodREAD MORE,0,0,17-07-2020
1230,5,Fabulous!,Installation is good.READ MORE,0,0,17-07-2020
1231,5,Terrific,Very happy with the product and the quality of it and also the service provided by jeeves authorised personal mr Akhilesh sharma :KCJV160729 CASE ID :- 2268986. He worked like a pro completed the installation within an hour and he was also wearing the mask entire time.READ MORE,0,0,17-07-2020
1232,5,Great product,Jeevesh tech Mahesh has installed my bed so I have given 5 star ratings to himREAD MORE,0,0,17-07-2020
1233,5,Worst experience ever!,its damage in 3 monthsREAD MORE,0,0,17-07-2020
1234,5,Mind-blowing purchase,Very good by vicky and kunalREAD MORE,0,0,17-07-2020
1235,5,Fabulous!,"Really happy with the installation by Mr. Akhilesh Sharma. KCJV160729 Case ID- 2260837I'm really satisfied with the installation and safety precautions taken by him, specially during the pandemic. Mr. Akhilesh is also punctual with his timings.READ MORE",0,0,17-07-2020
1236,5,Good choice,Very good ??READ MORE,0,0,17-07-2020
1237,3,Very poor,Nice product no water resistance this bedREAD MORE,0,0,17-07-2020
1238,4,Horrible,One of  the bad product I have seenREAD MORE,0,0,17-07-2020
1239,3,Not good,Guys don't take this product. it's really disgusting and very bad quality wood materials. The saller is a fraud. there will be no longer durability. Really it is very bad quality.. Don't waste your money on this. dont by anything from perfect homes.READ MORE,0,0,17-07-2020
1240,5,Nice,The installation guy didn't wear a mask. He didn't wash hands or used sanitizer.READ MORE,0,0,17-06-2020
1241,5,Fabulous!,Very good work.arputharaj.s ipjcch0053READ MORE,0,0,17-06-2020
1242,5,Just wow!,Perfect fiting and timely deliveryREAD MORE,0,0,17-06-2020
1243,5,Simply awesome,Thanks FlipkartREAD MORE,0,0,17-06-2020
1244,5,Worst experience ever!,Not recommended at all due to misbehaviour of technician. Wrost experience everREAD MORE,0,0,17-06-2020
1245,5,Classy product,Good  kcjb160913 good installationREAD MORE,0,0,17-06-2020
1246,5,Super!,GreatREAD MORE,0,0,17-06-2020
1247,5,Wonderful,Product was good.services  by jeeves by akhilesh Sharma kcjv260729.case Id 2226892.In this situation covid 19 came and we'll senetize and wear mask .His behaviour is very polit and honesty .He assamble bed very good and looking very beautiful.installation rating is 5 star.READ MORE,0,0,17-06-2020
1248,4,Classy product,Installation was done by Technician during this pandemic with proper care like wearing mask and proper sanitization.READ MORE,0,0,17-06-2020
1249,3,Fabulous!,"I'm satisfied with engineering work by jeevas the installation done by chittaranjan das, tara enterprises, I'm happy, the man so good thanksREAD MORE",0,0,17-06-2020
1250,5,Nice product,Good but less durable.READ MORE,0,0,17-06-2020
1251,5,Good,Decent product... can’t consider it for a longer duration if it survives 5 years then worth the moneyREAD MORE,0,0,17-06-2020
1252,5,Must buy!,Worth for money.. Good instalation..READ MORE,0,0,17-06-2020
1253,5,Super!,"Mr.Santosh Kalse...bed installation done perfectly!! ""For The Case ID:2205229""...soo happyy.READ MORE",0,0,17-06-2020
1254,4,Awesome,superr quality ????????READ MORE,0,0,17-06-2020
1255,4,Does the job,Durability is worse gets loose and no termite protection.READ MORE,0,0,17-06-2020
1256,5,Super!,Bed installation done good behaviour and good serviceREAD MORE,0,0,17-06-2020
1257,4,Just wow!,Excellent product with very nice quality and finishing.Easy to assemble and dissemble in case you want to transfer in future.READ MORE,0,0,17-06-2020
1258,5,Useless product,Quality is not at all good. worst product I have ever bought from Flipkart.READ MORE,0,0,17-06-2020
1259,5,Highly recommended,Best For My Budget .READ MORE,0,0,17-06-2020
1260,4,Best in the market!,Sunil vidhwkarma work is so fineREAD MORE,0,0,17-06-2020
1261,5,Awesome,Kavinder is very good sarvesh is installation and damo completeCAS id2190551READ MORE,0,0,17-06-2020
1262,5,Just wow!,Installation is very very good by bikey kunalREAD MORE,0,0,17-06-2020
1263,5,Really Nice,Installed very Nicly by Kalyan Prasad he was on time to instal the product very patiences in installingREAD MORE,0,0,17-06-2020
1264,5,Horrible,BadREAD MORE,0,0,17-06-2020
1265,4,Just okay,"I am giving the review using the bed more than 6 month. If u want to buy it for low price and use and throw kind then it's a great product. But if u want to use it for long run, don't go for it. After using 3 month the bed ply started making sound and size changes feels like it will break now or then . I think it won't last for more than a year.READ MORE",0,0,17-06-2020
1266,4,Terrific purchase,GoodREAD MORE,0,0,17-06-2020
1267,5,Classy product,"Suresh kumar is the guy who came for installation very polite guy, take all the Covid 19 precautions before installing the bed.READ MORE",0,0,17-06-2020
1268,5,Terrific,Good productREAD MORE,0,0,17-06-2020
1269,5,Best in the market!,Mr. Pawan Kumar was quite efficient and maintain the  hygiene using mask sanitizer and was real quick. Loved it.READ MORE,0,0,17-06-2020
1270,3,Highly recommended,Excellent ProductREAD MORE,0,0,17-06-2020
1271,4,Wonderful,Product value and finish is goodIt worth for the invested moneyThanks for Flipkart in buying this productREAD MORE,0,0,17-06-2020
1272,5,Not recommended at all,Bed is good but the quality of wood is not good. Though its engineered wood but just a single drop of water can spoil the wood foreverREAD MORE,0,0,17-06-2020
1273,5,Worth the money,It's goodREAD MORE,0,0,17-06-2020
1274,5,Best in the market!,I am happy with the product but unhappy with the delivery person's arrogant behaviour. I hope flipkart wil resolve the issue at the earliest.READ MORE,0,0,17-06-2020
1275,5,Very Good,Product looks good.  Kalyan Prasad installed the bed neatly without any damage.READ MORE,0,0,17-06-2020
1276,5,Best in the market!,"Very nice bed and very nice quality, and good packageREAD MORE",1,0,17-06-2020
1277,3,Fair,Installation staff performed good workREAD MORE,0,0,17-06-2020
1278,5,Mind-blowing purchase,Product looks great to me. Installation and delivery were on time. The installation has taken only 1 hour. Thanks Flipkart for being supportive all the time.READ MORE,0,0,17-06-2020
1279,5,Excellent,Nice product but edges are very sharp.. Kindly look into it.READ MORE,0,0,17-06-2020
1280,3,Great product,Value for money within this rangeREAD MORE,0,0,17-06-2020
1281,5,Awesome,"Good Installation, good product !READ MORE",0,0,17-06-2020
1282,5,Best in the market!,Kavinder has completed the instructions and deamo. So thank you so much2118314READ MORE,0,0,17-06-2020
1283,5,Value-for-money,GoodREAD MORE,0,0,17-06-2020
1284,5,Perfect product!,WorthyREAD MORE,0,0,17-06-2020
1285,5,Simply awesome,GoodREAD MORE,0,0,17-06-2020
1286,4,Simply awesome,SuperbREAD MORE,0,0,17-06-2020
1287,5,Brilliant,The best option in this price range...n its look to dope man.... definitely buy this...READ MORE,1,0,17-06-2020
1288,5,Terrific,Decent product with very good installation done by Lalit Kumar SharmaREAD MORE,0,0,17-06-2020
1289,5,Value-for-money,It's nice product and nice delivery. Delivery person is good.READ MORE,0,0,17-06-2020
1290,5,Simply awesome,Product is very good. satisfied . installation done before time given by flipkart . here details of person who came during lockdown to install the product.Really very hard work in challenging time and good service .Name -lalit Kumar sharma employee id- KCJV160733case Id - 20770507READ MORE,0,0,17-06-2020
1291,4,Good,the edges of this bed is sharp and quality wise it is not that durable. overall look nice and comfortable. if u want a temprory solution and dont have enough budget  go for itREAD MORE,0,0,17-06-2020
1292,5,Must buy!,Suresh Kumar was the technician for bed installation . He called before installation to confirm the timings and was on time. During this time he took all the preventive measure and  wore mask and use proper hand sanitizer during the installation .READ MORE,0,0,17-06-2020
1293,5,Best in the market!,Eshwar nayar was brillant at installation.READ MORE,0,0,17-06-2020
1294,5,Highly recommended,Installation completed by Chandanam KCJV161069.READ MORE,0,0,17-06-2020
1295,5,Mind-blowing purchase,GoodREAD MORE,1,0,17-06-2020
